Id,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,YearRemodAdd,Fireplaces,LotArea,Neighborhood,ExterQual,KitchenQual,CentralAir,SalePrice
647,5,1048,2,0,1,1950,1950,0,7200,NAmes,TA,TA,Y,98300
648,6,1094,2,1094,1,1953,1953,2,10452,Edwards,TA,TA,Y,155000
649,6,1839,2,756,1,1966,1966,1,7700,NAmes,TA,TA,Y,155000
650,4,630,0,630,1,1970,1970,0,1936,MeadowV,TA,TA,Y,84500
651,7,1665,2,813,2,2007,2007,0,8125,Somerst,Gd,Gd,Y,205950
652,4,1510,1,755,1,1940,1950,1,9084,Edwards,TA,TA,Y,108000
653,7,1716,2,880,2,1996,1996,1,8750,CollgCr,Gd,Gd,Y,191000
654,6,1469,1,756,1,1906,1995,0,10320,IDOTRR,TA,TA,Y,135000
655,8,2113,3,2109,2,1995,1995,1,10437,NoRidge,Gd,Gd,Y,350000
656,6,1092,1,525,1,1971,1971,0,1680,BrDale,TA,TA,Y,88000
657,5,1053,1,1053,1,1959,2006,0,10007,NAmes,Gd,Gd,Y,145500
658,7,1502,1,776,1,1931,2000,1,7200,Crawfor,TA,TA,Y,149000
659,6,1458,1,912,1,1948,1950,1,17503,NAmes,TA,TA,Y,97500
660,5,1486,2,1486,1,1964,1999,0,9937,Edwards,TA,TA,Y,167000
661,7,1935,2,793,2,1976,1976,1,12384,NWAmes,TA,TA,Y,197900
662,8,2448,3,1629,2,1994,2005,1,46589,NoRidge,Gd,Gd,Y,402000
663,6,1392,2,1392,1,1968,1968,2,13560,NAmes,TA,TA,Y,110000
664,4,1181,2,1138,2,1972,1972,0,10012,Edwards,TA,TA,Y,137500
665,8,2097,3,2077,1,2005,2006,1,20896,Somerst,Gd,Ex,Y,423000
666,8,1936,2,1406,2,2000,2000,1,11194,Gilbert,Gd,Gd,Y,230500
667,6,2380,2,1021,2,1965,1979,1,18450,NAmes,TA,TA,Y,129000
668,6,1679,2,1408,2,1994,1998,1,8125,SawyerW,TA,Gd,Y,193500
669,5,1437,2,1188,1,1956,1987,1,14175,Sawyer,TA,TA,Y,168000
670,4,1180,1,700,1,1922,1950,1,11600,Crawfor,TA,Fa,Y,137500
671,6,1476,2,738,2,2005,2005,0,8633,CollgCr,Gd,Gd,Y,173500
672,6,1369,1,672,2,1925,1950,0,6629,Edwards,TA,TA,N,103600
673,6,1208,2,1208,1,1977,1977,1,11250,Veenker,Gd,TA,Y,165000
674,6,1839,2,1477,2,1957,2004,2,14442,Crawfor,TA,Gd,Y,257500
675,6,1136,1,1136,1,1965,1965,1,9200,NAmes,TA,TA,Y,140000
676,6,1441,2,855,2,1978,1978,1,2289,NPkVill,TA,TA,Y,148500
677,4,1774,3,1095,2,1900,1950,0,9600,OldTown,TA,TA,N,87000
678,5,792,1,768,1,1924,2006,0,9022,OldTown,Gd,Gd,Y,109500
679,8,2046,3,2046,2,2008,2008,1,11844,StoneBr,Gd,Gd,Y,372500
680,5,988,2,988,1,1961,1961,0,9945,Sawyer,TA,TA,Y,128500
681,6,923,1,923,2,1980,1980,1,8012,SawyerW,TA,TA,Y,143000
682,5,1520,1,793,1,1932,2000,0,4500,SWISU,TA,TA,Y,159434
683,6,1291,2,1291,1,1996,1997,1,2887,ClearCr,TA,Gd,Y,173000
684,9,1668,3,1626,2,2002,2002,1,11248,CollgCr,Gd,Gd,Y,285000
685,7,1839,2,1195,2,1998,1998,0,16770,NoRidge,Gd,TA,Y,221000
686,7,2090,2,1190,2,1984,1984,1,5062,StoneBr,Gd,Gd,Y,207500
687,7,1761,2,874,3,2007,2007,0,10207,Somerst,Gd,Gd,Y,227875
688,7,1102,2,551,2,2004,2004,0,5105,Somerst,Gd,Gd,Y,148800
689,8,1419,2,1419,2,2007,2007,1,8089,StoneBr,Gd,Gd,Y,392000
690,6,1362,2,1362,2,2005,2006,1,7577,NridgHt,Gd,Gd,Y,194700
691,6,848,2,848,1,2004,2004,1,4426,CollgCr,Gd,Gd,Y,141000
692,10,4316,3,2444,3,1994,1995,2,21535,NoRidge,Ex,Ex,Y,755000
693,7,2519,2,1210,2,1989,1990,2,26178,Timber,Gd,Gd,Y,335000
694,5,1073,1,1073,1,1921,1968,0,5400,OldTown,TA,TA,Y,108480
695,5,1539,2,927,1,1936,1950,0,6120,BrkSide,TA,TA,Y,141500
696,6,1137,2,1112,2,1987,1987,1,13811,Timber,TA,Gd,Y,176000
697,5,616,1,616,1,1921,1950,0,6000,BrkSide,TA,TA,Y,89000
698,5,1148,1,980,1,1952,1952,0,6420,Edwards,TA,TA,Y,123500
699,5,894,1,894,1,1965,2009,1,8450,Sawyer,TA,TA,Y,138500
700,7,1391,2,1391,2,2004,2004,0,4282,Somerst,Gd,Gd,Y,196000
701,8,1800,3,1800,2,2002,2002,1,14331,Timber,Gd,Gd,Y,312500
702,7,1164,2,1164,1,1969,1969,0,9600,NWAmes,TA,TA,Y,140000
703,8,2576,3,1234,2,2006,2006,1,12438,StoneBr,Ex,Ex,Y,361919
704,5,1812,2,360,2,1900,1996,1,7630,OldTown,TA,Gd,Y,140000
705,7,1484,2,1473,2,2004,2005,0,8400,CollgCr,Gd,Gd,Y,213000
706,4,1092,0,0,2,1930,1950,0,5600,IDOTRR,Fa,Fa,N,55000
707,7,1824,2,1643,2,1971,2002,2,115149,ClearCr,TA,Gd,Y,302000
708,8,1324,2,1324,2,2006,2006,1,6240,NridgHt,Gd,Gd,Y,254000
709,7,1456,2,728,2,2007,2007,1,9018,Gilbert,Gd,Gd,Y,179540
710,5,904,1,876,1,1966,1966,0,7162,Sawyer,TA,TA,Y,109900
711,3,729,0,270,1,1935,2003,0,4130,BrkSide,Gd,TA,Y,52000
712,4,1178,1,859,1,1900,1950,0,8712,IDOTRR,TA,TA,Y,102776
713,8,1228,2,1228,2,1988,1989,1,4671,StoneBr,Gd,Gd,Y,189000
714,4,960,2,960,1,1970,1970,0,9873,BrkSide,TA,TA,N,129000
715,6,1479,2,725,2,1976,2005,0,13517,Sawyer,Gd,Gd,Y,130500
716,6,1350,2,1064,2,1974,1974,1,10140,NWAmes,TA,TA,Y,165000
717,7,2554,2,718,1,1890,1998,0,10800,OldTown,TA,TA,Y,159500
718,5,1178,2,1176,1,1973,2000,1,10000,NWAmes,TA,Gd,Y,157000
719,7,2418,3,1311,2,1993,1994,1,10542,NoRidge,Gd,Gd,Y,341000
720,5,971,1,971,1,1969,1969,1,9920,CollgCr,TA,TA,Y,128500
721,8,1742,2,1742,2,1985,1985,1,6563,StoneBr,Gd,Gd,Y,275000
722,6,848,2,848,1,2004,2004,0,4426,CollgCr,Gd,Gd,Y,143000
723,4,864,2,864,1,1970,1970,0,8120,NAmes,TA,TA,Y,124500
724,4,1470,1,941,2,1954,1972,0,8172,Edwards,TA,TA,Y,135000
725,9,1698,3,1698,2,2007,2008,1,13286,Edwards,Ex,Ex,Y,320000
726,4,864,2,864,1,1970,1970,0,6960,NAmes,TA,Gd,Y,120500
727,6,1680,2,880,2,1988,2007,1,21695,Crawfor,Gd,Gd,Y,222000
728,7,1232,2,1232,2,2007,2007,0,7314,CollgCr,Gd,Gd,Y,194500
729,5,1776,3,1584,2,1958,1958,0,11475,NAmes,TA,TA,Y,110000
730,4,1208,2,780,1,1925,1950,0,6240,IDOTRR,TA,TA,Y,103000
731,8,1616,2,1595,2,1995,1996,1,5389,StoneBr,Gd,Gd,Y,236500
732,7,1146,2,868,2,2003,2003,1,9590,Timber,Gd,Gd,Y,187500
733,7,2031,2,1153,2,1998,1999,1,11404,CollgCr,Gd,Gd,Y,222500
734,5,1144,1,864,1,1961,1983,1,10000,Sawyer,TA,TA,Y,131400
735,5,948,1,948,1,1968,1968,0,8978,Sawyer,TA,TA,Y,108000
736,7,1768,2,880,1,1914,1970,2,10800,OldTown,TA,TA,N,163000
737,3,1040,2,0,2,1950,1950,0,8544,NAmes,TA,TA,N,93500
738,8,1801,3,893,2,2005,2005,1,10463,Gilbert,Gd,Gd,Y,239900
739,5,1200,0,1200,3,1987,1988,0,10800,Edwards,TA,TA,Y,179000
740,7,1728,2,864,2,2004,2004,0,9313,CollgCr,Gd,Gd,Y,190000
741,5,1432,2,264,2,1910,2002,0,9600,OldTown,TA,TA,Y,132000
742,6,912,1,912,1,1961,1996,0,6768,Sawyer,TA,Gd,Y,142000
743,7,1349,2,1349,2,2000,2001,0,8450,SawyerW,TA,TA,Y,179000
744,5,1464,2,520,2,1963,1999,1,12886,Sawyer,TA,TA,Y,175000
745,8,1337,2,1337,2,1993,1993,1,5395,StoneBr,Gd,Gd,Y,180000
746,8,2715,2,1142,3,1976,1996,2,8963,NWAmes,Ex,Gd,Y,299800
747,7,2256,2,952,2,2000,2000,1,8795,Gilbert,Gd,Gd,Y,236000
748,7,2640,4,1240,1,1880,2003,1,11700,OldTown,Gd,Gd,N,265979
749,7,1720,2,1720,2,1996,1996,1,10593,NoRidge,Gd,Gd,Y,260400
750,4,1529,1,0,2,1945,1950,0,8405,Edwards,TA,TA,N,98000
751,4,1140,0,576,1,1910,2004,0,8800,OldTown,TA,TA,Y,96500
752,7,1320,2,660,2,2003,2003,0,7750,Gilbert,Gd,Gd,Y,162000
753,6,1494,2,1479,2,1997,1997,0,9236,CollgCr,TA,Gd,Y,217000
754,8,2098,3,1030,2,2005,2005,1,10240,NridgHt,Gd,Ex,Y,275500
755,6,1026,2,1026,1,1969,2005,0,7930,NAmes,TA,Gd,Y,156000
756,6,1471,2,729,2,1999,1999,0,3230,Somerst,TA,TA,Y,172500
757,8,1768,2,866,2,2007,2007,0,10769,CollgCr,Gd,Gd,Y,212000
758,6,1386,2,672,2,1978,1978,1,11616,Sawyer,TA,TA,Y,158900
759,7,1501,2,744,2,1999,1999,0,2280,Somerst,TA,TA,Y,179400
760,8,2531,3,1318,2,1995,1995,1,12257,NoRidge,Gd,Gd,Y,290000
761,6,864,1,864,1,1959,1959,0,9100,NAmes,TA,TA,Y,127500
762,5,1301,2,1145,1,1924,1950,0,6911,BrkSide,TA,Fa,Y,100000
763,7,1547,2,756,2,2009,2009,0,8640,Somerst,TA,Gd,Y,215200
764,8,2365,3,1252,2,1999,1999,1,9430,NoRidge,Gd,Gd,Y,337000
765,8,1494,2,1494,1,1995,1996,1,9549,Veenker,Gd,Ex,Y,270000
766,9,1506,2,1498,2,2008,2008,1,14587,Somerst,Gd,Ex,Y,264132
767,7,1714,2,980,2,1988,1988,1,10421,NWAmes,TA,TA,Y,196500
768,6,1750,1,983,2,1940,1985,0,12508,Mitchel,TA,TA,Y,160000
769,7,1836,2,1860,2,2004,2005,1,9100,CollgCr,Gd,Gd,Y,216837
770,8,3279,3,1650,3,2003,2003,1,53504,StoneBr,Ex,Ex,Y,538000
771,5,858,2,858,1,1982,1982,0,7252,Sawyer,TA,TA,Y,134900
772,4,1220,2,836,1,1951,1951,0,8877,Edwards,TA,TA,Y,102000
773,6,1117,2,1029,1,1976,1976,1,7819,Edwards,TA,TA,Y,107000
774,5,912,1,912,1,1958,1958,0,10150,NAmes,TA,TA,Y,114500
775,8,1973,3,1935,2,2006,2006,1,14226,NridgHt,Gd,Gd,Y,395000
776,6,1204,2,1204,2,1998,1998,0,4500,Mitchel,TA,TA,Y,162000
777,7,1614,3,1614,2,2005,2006,0,11210,CollgCr,Gd,Gd,Y,221500
778,5,894,2,864,1,1974,1974,1,13350,Sawyer,TA,TA,Y,142500
779,5,2020,2,0,2,1977,1977,2,8400,SawyerW,TA,TA,Y,144000
780,6,1004,2,975,1,1977,1977,0,10530,Mitchel,TA,TA,Y,135000
781,7,1253,2,1237,2,1995,1996,1,7875,Gilbert,TA,TA,Y,176000
782,6,1603,2,761,2,1992,1992,0,7153,SawyerW,Gd,Gd,Y,175900
783,7,1430,2,1413,2,2001,2002,0,16285,CollgCr,Gd,Gd,Y,187100
784,5,1110,2,1097,1,1978,1978,1,9101,Mitchel,TA,Gd,Y,165500
785,6,1484,0,742,2,1914,2001,1,6300,OldTown,TA,TA,Y,128000
786,6,1342,2,1372,2,1967,1967,1,9790,NWAmes,TA,TA,Y,161500
787,5,1652,1,686,2,1915,1950,0,10800,OldTown,TA,TA,Y,139000
788,7,2084,2,956,2,2004,2004,0,10142,SawyerW,Gd,Gd,Y,233000
789,4,901,1,901,1,1954,2000,0,6000,OldTown,TA,TA,Y,107900
790,6,2087,2,832,2,1966,2007,0,12205,ClearCr,TA,Gd,Y,187500
791,7,1145,2,1145,2,2005,2006,1,3182,Blmngtn,Gd,Gd,Y,160200
792,6,1062,2,1029,1,1976,1976,2,11333,Mitchel,TA,TA,Y,146800
793,7,2013,2,1117,2,1996,1997,1,9920,NoRidge,Gd,TA,Y,269790
794,8,1496,2,1496,2,2007,2007,0,9158,Somerst,Gd,Gd,Y,225000
795,7,1895,2,712,2,1994,1996,1,10832,Gilbert,Gd,Gd,Y,194500
796,6,1564,2,650,2,1980,1981,1,8400,SawyerW,TA,TA,Y,171000
797,6,1285,2,660,1,1977,1977,1,8197,Sawyer,TA,TA,Y,143500
798,5,773,1,773,1,1953,1953,0,7677,NAmes,TA,TA,Y,110000
799,9,3140,3,1926,3,2008,2009,2,13518,NridgHt,Ex,Ex,Y,485000
800,5,1768,1,731,1,1937,1950,2,7200,SWISU,TA,Gd,Y,175000
801,6,1688,2,616,2,1997,1997,0,12798,ClearCr,TA,Gd,Y,200000
802,4,1196,2,1196,1,1916,1990,0,4800,IDOTRR,TA,TA,Y,109900
803,7,1456,2,728,2,2005,2005,1,8199,CollgCr,Gd,Gd,Y,189000
804,9,2822,3,1734,3,2008,2009,1,13891,NridgHt,Ex,Ex,Y,582933
805,5,1128,1,936,1,1954,1954,0,9000,NAmes,TA,TA,Y,118000
806,7,1428,2,1417,2,2008,2008,0,12274,Somerst,Gd,Ex,Y,227680
807,5,980,1,980,2,1967,1967,0,9750,NAmes,TA,TA,Y,135500
808,5,1576,2,1324,1,1923,2004,1,21384,BrkSide,TA,Gd,Y,223500
809,5,1086,2,1024,1,1966,1966,1,13400,NAmes,TA,TA,Y,159950
810,5,2138,2,849,2,1898,1965,0,8100,OldTown,TA,TA,N,106000
811,6,1309,2,1040,1,1974,1999,1,10140,NWAmes,TA,Gd,Y,181000
812,6,848,2,848,1,2004,2004,1,4438,CollgCr,Gd,Gd,Y,144500
813,5,1044,2,540,1,1952,1952,0,8712,IDOTRR,Fa,Fa,N,55993
814,6,1442,1,1442,1,1958,1958,0,9750,NAmes,TA,TA,Y,157900
815,5,1250,1,686,1,1918,1950,0,8248,Edwards,TA,Fa,Y,116000
816,7,1661,2,1649,2,1998,1998,0,12137,CollgCr,TA,Gd,Y,224900
817,5,1008,1,1008,1,1954,1954,1,11425,NAmes,TA,TA,Y,137000
818,8,1689,3,1568,2,2002,2002,2,13265,Mitchel,Gd,Gd,Y,271000
819,6,1052,2,1010,1,1971,1971,0,8816,ClearCr,TA,TA,Y,155000
820,7,1358,2,1358,2,2009,2010,1,6371,NridgHt,Gd,Gd,Y,224000
821,7,1640,2,798,2,2003,2003,0,7226,CollgCr,Gd,Gd,Y,183000
822,4,936,2,936,1,1953,1953,0,6000,OldTown,Fa,TA,N,93000
823,7,1733,2,847,2,2003,2003,1,12394,Gilbert,Gd,Gd,Y,225000
824,6,1489,1,778,2,1940,1950,1,9900,SWISU,TA,TA,Y,139500
825,8,1489,2,1489,2,2006,2006,1,11216,Somerst,Gd,Gd,Y,232600
826,10,2084,3,2078,2,2007,2008,1,14803,NridgHt,Ex,Ex,Y,385000
827,5,784,0,784,1,1924,1950,0,6130,BrkSide,TA,Gd,Y,109500
828,7,1434,2,1454,2,2001,2001,1,8529,SawyerW,Gd,Gd,Y,189000
829,5,2126,2,1013,2,1967,1967,0,28698,ClearCr,TA,TA,Y,185000
830,7,1223,2,600,2,2005,2005,0,2544,Somerst,Gd,Gd,Y,147400
831,6,1392,2,1392,1,1957,1957,2,11900,NAmes,TA,TA,Y,166000
832,7,1200,2,600,2,2005,2005,0,3180,Somerst,TA,Gd,Y,151000
833,7,1829,2,941,2,2003,2003,1,9548,CollgCr,Gd,Gd,Y,237000
834,6,1516,2,1516,1,1964,1964,0,10004,NAmes,TA,TA,Y,167000
835,5,1144,2,1144,1,1961,1961,0,7875,NAmes,TA,TA,Y,139950
836,4,1067,2,1067,2,1950,1995,0,9600,Sawyer,TA,Gd,Y,128000
837,5,1559,2,1559,1,1948,1973,0,8100,OldTown,TA,TA,Y,153500
838,6,987,1,483,1,1973,1973,0,1680,BrDale,TA,TA,Y,100000
839,5,1099,1,1099,1,1995,2006,0,9525,CollgCr,TA,Gd,Y,144000
840,5,1200,1,768,1,1946,1995,0,11767,Edwards,TA,TA,Y,130500
841,6,1482,1,672,2,1925,1950,0,12155,SWISU,TA,Fa,N,140000
842,5,1539,2,650,2,1904,2002,1,10440,OldTown,TA,Gd,Y,157500
843,6,1165,2,1127,1,1966,1966,0,9020,NAmes,TA,TA,Y,174900
844,5,1800,0,1800,2,1961,1961,0,8000,NAmes,TA,TA,N,141000
845,5,1416,3,876,1,1915,1950,1,12665,OldTown,TA,TA,Y,153900
846,5,1701,2,1390,2,1975,1981,2,16647,Sawyer,TA,TA,Y,171000
847,7,1775,2,740,2,1993,1993,1,9317,SawyerW,Gd,Gd,Y,213000
848,5,864,1,864,1,1972,1972,1,15523,CollgCr,TA,TA,Y,133500
849,6,2358,2,907,3,1908,1997,1,45600,ClearCr,TA,TA,Y,240000
850,6,1855,2,528,2,1976,1994,1,9600,Veenker,Gd,TA,Y,187000
851,6,848,2,848,1,2003,2003,0,4435,CollgCr,Gd,Gd,Y,131500
852,8,1456,2,1273,2,2003,2003,1,3196,Blmngtn,Gd,Gd,Y,215000
853,7,1646,1,918,2,1941,1950,2,7128,Crawfor,TA,TA,Y,164000
854,6,1445,2,1127,1,1964,1964,1,12095,NAmes,TA,TA,Y,158000
855,5,1779,2,1763,1,1955,1974,1,17920,Sawyer,TA,TA,Y,170000
856,5,1040,1,1040,1,1962,2010,0,6897,Sawyer,TA,TA,Y,127000
857,6,1026,2,940,1,1978,1978,0,10970,CollgCr,TA,TA,Y,147000
858,6,1481,2,702,2,1994,1995,1,8125,Gilbert,TA,TA,Y,174000
859,7,1370,2,1090,2,1976,1976,1,10400,NWAmes,TA,TA,Y,152000
860,6,2654,2,1054,2,1968,1984,1,11029,NWAmes,TA,Gd,Y,250000
861,7,1426,1,912,1,1918,1998,1,7642,Crawfor,Gd,Gd,Y,189950
862,5,1039,2,1039,1,1965,1965,0,11625,Sawyer,TA,TA,Y,131500
863,6,1097,2,1040,2,1984,1985,0,9672,SawyerW,TA,TA,Y,152000
864,5,1148,1,1148,1,1959,1959,0,7931,NAmes,TA,TA,Y,132500
865,7,1372,2,1372,2,2007,2008,0,8640,Somerst,Gd,Gd,Y,250580
866,5,1002,2,1002,1,1970,1970,0,8750,NAmes,TA,TA,Y,148500
867,8,1646,3,1638,2,2006,2007,1,10656,Timber,Gd,Gd,Y,248900
868,4,1120,2,1040,1,1961,1961,0,6970,Sawyer,TA,Fa,Y,129000
869,5,2320,2,0,2,1948,1950,1,14762,Gilbert,TA,TA,Y,169000
870,7,1949,2,1050,2,1993,1994,1,9938,SawyerW,Gd,Gd,Y,236000
871,5,894,1,894,1,1962,1962,0,6600,NAmes,TA,TA,N,109500
872,6,1682,2,804,2,1998,1998,0,8750,CollgCr,TA,Gd,Y,200500
873,5,910,2,105,1,1953,1996,0,8892,NAmes,Gd,Gd,Y,116000
874,5,1268,1,832,1,1949,1950,1,12144,NAmes,Gd,TA,Y,133000
875,5,1131,1,676,1,1941,1950,0,5720,OldTown,TA,TA,Y,66500
876,8,2610,2,1184,2,2007,2007,1,9000,Somerst,Gd,Ex,Y,303477
877,4,1040,2,1064,1,1963,1963,0,25286,Mitchel,TA,TA,Y,132250
878,9,2224,3,1462,2,2004,2005,1,8834,NridgHt,Gd,Ex,Y,350000
879,5,1155,2,1109,1,1961,1995,0,11782,Sawyer,TA,Gd,Y,148000
880,5,864,1,864,1,1978,2005,0,7000,CollgCr,Gd,TA,Y,136500
881,5,1090,2,1090,1,2005,2006,0,7024,Edwards,TA,TA,Y,157000
882,7,1717,2,1156,2,1990,1991,1,13758,Timber,Gd,Gd,Y,187500
883,6,1593,2,808,2,1992,1993,1,9636,Gilbert,TA,TA,Y,178000
884,4,2230,1,795,1,1912,1950,0,6204,SWISU,Gd,TA,N,118500
885,5,892,1,892,1,1967,1967,0,7150,NAmes,TA,TA,Y,100000
886,9,1709,2,1698,2,1999,2000,1,5119,Somerst,Gd,Gd,Y,328900
887,5,1712,2,1626,2,1959,2005,0,8393,NAmes,TA,TA,Y,145000
888,5,1393,1,816,1,1955,1955,0,16466,Edwards,TA,TA,Y,135500
889,8,2217,2,2217,2,1970,1970,1,15865,NAmes,Gd,Gd,Y,268000
890,6,1505,2,1505,1,1953,1953,1,12160,NAmes,TA,TA,Y,149500
891,5,924,2,672,1,1949,2006,1,8064,NAmes,TA,TA,Y,122900
892,6,1683,2,918,2,1978,1978,1,11184,Sawyer,TA,TA,Y,172500
893,6,1068,1,1059,1,1963,2003,0,8414,Sawyer,TA,TA,Y,154500
894,5,1383,1,1383,1,1954,1954,1,13284,Sawyer,TA,TA,Y,165000
895,5,1535,2,0,2,1979,1979,0,7018,SawyerW,TA,TA,Y,118858
896,6,1796,2,780,1,1963,1963,1,7056,NAmes,TA,TA,Y,140000
897,4,951,1,951,1,1936,1950,0,8765,IDOTRR,TA,TA,N,106500
898,5,2240,2,0,2,1979,1979,0,7018,SawyerW,TA,TA,Y,142953
899,9,2364,3,2330,2,2009,2010,2,12919,NridgHt,Ex,Ex,Y,611657
900,5,1236,1,912,1,1961,1994,1,6993,Sawyer,TA,TA,Y,135000
901,4,858,1,858,1,1971,1971,0,7340,NAmes,TA,TA,Y,110000
902,5,1306,1,992,1,1957,2000,0,8712,NAmes,TA,TA,Y,153000
903,7,1509,2,783,2,2003,2003,1,7875,Gilbert,Gd,Gd,Y,180000
904,7,1670,3,1670,2,2006,2006,1,14859,Gilbert,Gd,Gd,Y,240000
905,5,902,1,876,1,1967,1967,0,6173,Sawyer,TA,TA,Y,125500
906,5,1063,1,1056,1,1954,1954,0,9920,NAmes,TA,TA,Y,128000
907,8,1636,3,1623,2,2006,2006,1,13501,Somerst,Gd,Gd,Y,255000
908,7,2057,1,1017,1,1936,1987,1,11500,Crawfor,Gd,Gd,Y,250000
909,5,902,2,864,1,1983,1983,0,8885,Mitchel,TA,TA,Y,131000
910,6,1484,2,742,2,2005,2005,1,12589,Gilbert,Gd,Gd,Y,174000
911,5,2274,2,1105,2,1960,1960,0,11600,NAmes,TA,TA,Y,154300
912,5,1268,1,1268,1,1977,1989,0,9286,CollgCr,TA,Gd,Y,143500
913,5,1015,1,768,1,1925,1950,0,6120,BrkSide,TA,TA,N,88000
914,5,2002,3,1001,2,1949,1950,0,6270,Crawfor,TA,TA,N,145000
915,6,1224,2,612,2,2009,2009,0,3000,Somerst,Gd,Gd,Y,173733
916,4,1092,1,546,1,1970,1970,0,2001,MeadowV,TA,TA,Y,75000
917,2,480,1,480,0,1949,1950,0,9000,IDOTRR,TA,TA,N,35311
918,4,1229,1,1134,1,1956,1956,0,17140,Edwards,TA,TA,Y,135000
919,7,2127,3,1104,2,1991,1991,1,13125,SawyerW,Gd,Gd,Y,238000
920,6,1414,2,1184,1,1958,2002,1,11029,NAmes,Ex,TA,Y,176500
921,6,1721,2,928,2,1994,1994,0,8462,SawyerW,Gd,Gd,Y,201000
922,5,2200,0,1272,2,1900,2003,0,8777,Edwards,TA,TA,Y,145900
923,6,1316,2,1316,2,2005,2006,1,10237,Gilbert,Gd,Gd,Y,169990
924,6,1617,2,1604,2,1993,1994,1,8012,SawyerW,Gd,Gd,Y,193000
925,6,1686,2,1686,2,1980,1980,1,10240,NWAmes,TA,TA,Y,207500
926,5,1126,2,1126,2,1977,1977,0,15611,NWAmes,TA,Ex,Y,175000
927,8,2374,3,1181,2,2003,2004,1,11999,NridgHt,Gd,Ex,Y,285000
928,7,1978,2,832,2,1968,1968,1,9900,NWAmes,TA,TA,Y,176000
929,8,1788,2,1753,2,2001,2001,1,11838,CollgCr,Gd,Ex,Y,236500
930,7,2236,2,964,2,1997,1997,1,13006,Gilbert,TA,Gd,Y,222000
931,8,1466,3,1466,2,2007,2007,0,8925,Timber,Gd,Gd,Y,201000
932,5,925,1,925,1,1965,1965,0,9100,NAmes,TA,TA,Y,117500
933,9,1905,3,1905,2,2006,2006,1,11670,Somerst,Ex,Ex,Y,320000
934,7,1500,2,1500,2,2004,2004,0,8487,CollgCr,Gd,Gd,Y,190000
935,7,2069,2,585,2,1960,2007,1,27650,NAmes,TA,Gd,Y,242000
936,4,747,2,600,1,1926,1953,0,5825,BrkSide,TA,TA,Y,79900
937,7,1200,2,1176,2,2003,2003,0,10083,SawyerW,Gd,Gd,Y,184900
938,7,1971,2,1113,2,2005,2005,1,9675,Somerst,Gd,Gd,Y,253000
939,7,1962,3,1391,2,2006,2006,0,8760,CollgCr,Gd,Gd,Y,239799
940,7,2403,1,1032,2,1940,1950,2,24090,ClearCr,TA,TA,Y,244400
941,6,1728,2,1728,2,1976,1976,0,12640,Mitchel,TA,TA,Y,150900
942,7,2060,2,992,2,1999,1999,1,8755,Gilbert,Gd,Gd,Y,214000
943,4,1440,0,1440,2,1977,1977,0,7711,Edwards,TA,TA,Y,150000
944,5,1632,2,1632,2,1967,1967,0,25000,Mitchel,TA,TA,Y,143000
945,6,1344,2,819,1,1958,1958,1,14375,Timber,TA,Gd,Y,137500
946,5,1869,2,1088,1,1890,1996,0,8820,OldTown,TA,TA,Y,124900
947,5,1144,1,1144,1,1959,1959,1,8163,NAmes,TA,TA,Y,143000
948,8,1629,3,1616,2,2002,2003,1,14536,Timber,Gd,Gd,Y,270000
949,7,1776,2,936,2,2002,2002,1,14006,CollgCr,Gd,Gd,Y,192500
950,6,1381,2,1161,1,1972,2006,1,9360,NWAmes,TA,Gd,Y,197500
951,5,864,2,864,1,1950,2002,0,7200,NAmes,TA,Gd,Y,129000
952,5,965,1,828,1,1965,1965,0,7800,SawyerW,TA,TA,Y,119900
953,5,768,1,768,1,1972,2003,0,7200,CollgCr,TA,TA,Y,133900
954,5,1968,2,784,2,1969,1969,1,11075,Mitchel,TA,TA,Y,172000
955,6,980,0,945,2,1975,1975,0,9400,Edwards,TA,TA,Y,127500
956,6,1958,2,979,2,1946,1950,0,7136,Crawfor,TA,TA,N,145000
957,6,1229,2,561,1,1980,1980,1,1300,Blueste,TA,TA,Y,124000
958,5,1057,2,1057,1,1962,1962,0,7420,Sawyer,TA,TA,Y,132000
959,7,1337,2,1337,2,2003,2003,0,8450,CollgCr,Gd,Gd,Y,185000
960,7,1416,2,696,2,1999,1999,0,2572,Somerst,Gd,Gd,Y,155000
961,5,858,0,858,1,1958,2008,0,7207,BrkSide,TA,TA,Y,116500
962,6,2872,2,1330,2,1977,1995,1,12227,NWAmes,TA,TA,Y,272000
963,6,1548,2,804,2,1976,1976,1,2308,NPkVill,TA,Gd,Y,155000
964,9,1800,2,1800,2,2007,2007,0,11923,CollgCr,Gd,Ex,Y,239000
965,7,1894,2,817,2,2002,2003,1,11316,Timber,Gd,Gd,Y,214900
966,6,1484,2,783,2,2005,2007,1,10237,Gilbert,Gd,Gd,Y,178900
967,5,1308,1,728,1,1940,1950,2,9600,Crawfor,Gd,TA,Y,160000
968,5,1098,1,1098,1,1955,1955,0,7390,NAmes,TA,TA,Y,135000
969,3,968,0,600,1,1910,1950,0,5925,OldTown,TA,TA,N,37900
970,6,1095,1,588,1,1958,1958,0,10382,NAmes,TA,TA,Y,140000
971,4,1192,0,720,1,1949,1950,0,10800,NAmes,TA,TA,N,135000
