Id,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,Fireplaces,LotArea,Neighborhood,ExterQual,KitchenQual,CentralAir,SalePrice
560,7,1557,2,420,1374,1557,2,7,2003,2004,1,3196,Blmngtn,Gd,Gd,Y,234000
561,5,1392,2,528,1392,1392,1,5,1957,1996,1,11341,Sawyer,TA,TA,Y,121500
562,5,1389,2,418,1389,1389,1,6,1974,1975,1,10010,Mitchel,TA,TA,Y,170000
563,5,996,0,0,996,996,1,6,1940,1969,1,13907,Edwards,TA,TA,Y,108000
564,6,1674,2,396,1163,1163,2,8,1918,1950,1,21780,Edwards,TA,TA,Y,185000
565,7,2295,2,590,1095,1166,2,9,1992,2000,1,13346,NoRidge,Gd,Gd,Y,268000
566,6,1647,1,216,806,841,1,6,1915,1950,0,6858,SWISU,TA,Fa,N,128000
567,9,2504,3,656,1122,1134,2,11,2005,2007,1,11198,StoneBr,Gd,Ex,Y,325000
568,7,1535,2,532,1517,1535,2,7,2004,2004,0,10171,NridgHt,Gd,Gd,Y,214000
569,8,2132,2,612,1496,1496,1,5,1983,2009,1,12327,SawyerW,Gd,Gd,Y,316600
570,5,943,2,600,943,943,1,4,1979,1979,2,7032,NAmes,TA,TA,Y,135960
571,5,1728,2,576,1728,1728,2,10,1965,1965,0,13101,NAmes,TA,TA,Y,142600
572,6,864,1,288,864,864,1,4,1959,1959,0,7332,NAmes,TA,Gd,Y,120000
573,7,1692,2,650,846,846,2,6,2009,2009,0,13159,Timber,TA,Gd,Y,224500
574,7,1430,2,400,384,774,2,8,2000,2000,1,9967,Gilbert,TA,TA,Y,170000
575,5,1109,1,288,372,576,1,5,1971,2005,0,10500,NAmes,TA,TA,Y,139000
576,5,1216,1,336,832,832,1,6,1947,1950,0,8480,NAmes,TA,TA,Y,118500
577,7,1477,1,216,861,877,2,6,1928,1950,1,6292,SWISU,TA,TA,Y,145000
578,5,1320,2,564,1164,1320,1,6,1966,1966,2,11777,Sawyer,TA,TA,Y,164500
579,7,1392,2,540,689,703,2,5,2007,2007,0,3604,Somerst,Gd,Gd,Y,146000
580,5,1795,1,352,1050,1050,2,7,1954,1954,0,12150,OldTown,TA,TA,N,131500
581,6,1429,2,572,1144,1429,1,7,1960,1987,2,14585,NAmes,TA,Gd,Y,181900
582,8,2042,3,1390,2042,2042,2,8,2008,2009,1,12704,NridgHt,Ex,Ex,Y,253293
583,6,816,0,0,816,816,1,5,1990,1990,0,11841,Edwards,TA,TA,Y,118500
584,10,2775,2,880,1237,1521,3,9,1893,2000,1,13500,OldTown,Ex,Gd,Y,325000
585,4,1573,1,240,884,989,1,6,1935,1995,0,6120,BrkSide,TA,Gd,Y,133000
586,8,2028,3,880,1868,2028,2,7,2005,2006,2,11443,Timber,Gd,Gd,Y,369900
587,6,838,1,275,816,838,1,5,1918,2000,0,10267,BrkSide,TA,Fa,Y,130000
588,5,860,2,528,840,860,1,4,1982,1982,0,8740,Sawyer,TA,TA,Y,137000
589,5,1473,1,452,1437,1473,1,5,1968,2003,2,25095,ClearCr,TA,Ex,Y,143000
590,5,935,1,308,742,779,1,4,1930,1960,0,9100,BrkSide,TA,TA,Y,79500
591,7,1582,2,520,770,770,2,6,2004,2004,0,8320,CollgCr,Gd,Gd,Y,185900
592,10,2296,3,842,1722,1728,2,10,2008,2008,1,13478,NridgHt,Ex,Ex,Y,451950
593,5,816,2,816,816,816,1,4,1982,2003,0,6600,Mitchel,TA,TA,Y,138000
594,6,848,2,420,848,848,1,4,2003,2003,0,4435,CollgCr,Gd,Gd,Y,140000
595,5,924,1,280,924,924,1,5,1975,1975,0,7990,CollgCr,TA,TA,Y,110000
596,8,1826,3,758,1814,1826,2,7,2005,2006,1,11302,StoneBr,Gd,Gd,Y,319000
597,6,1368,1,216,684,684,1,7,1910,1993,0,3600,OldTown,TA,TA,N,114504
598,7,1402,3,648,1258,1402,0,7,2006,2007,1,3922,Blmngtn,Gd,Gd,Y,194201
599,5,1647,2,621,1430,1647,2,7,1977,1977,1,12984,Crawfor,TA,Gd,Y,217500
600,6,1556,2,452,716,716,2,6,1980,1980,1,1950,Blueste,TA,TA,Y,151000
601,8,1904,2,736,1058,1058,2,8,2005,2005,1,10927,NridgHt,Gd,Ex,Y,275000
602,6,1375,1,544,780,780,1,6,1937,1950,1,9000,IDOTRR,TA,Gd,Y,141000
603,8,1915,2,506,908,927,2,8,1992,1992,1,10041,SawyerW,Gd,Gd,Y,220000
604,7,1200,2,480,600,600,2,4,2004,2005,0,3182,Somerst,Gd,Gd,Y,151000
605,7,1494,2,530,1494,1494,2,6,2002,2002,1,12803,CollgCr,Gd,Gd,Y,221000
606,7,1986,2,486,768,1186,2,7,1965,1990,3,13600,NAmes,TA,TA,Y,205000
607,5,1040,2,576,1040,1040,1,6,1996,1996,0,12464,CollgCr,TA,Gd,Y,152000
608,5,2008,1,230,896,1112,3,8,1948,2002,0,7800,Edwards,TA,Ex,Y,225000
609,8,3194,2,380,965,1940,2,10,1934,1998,2,12168,Crawfor,TA,TA,Y,359100
610,4,1029,1,261,1029,1029,1,5,1961,1961,0,7943,Sawyer,TA,TA,Y,118500
611,9,2153,3,736,1440,1476,2,8,2000,2000,2,11050,CollgCr,Gd,Ex,Y,313000
612,6,1032,2,564,1032,1032,2,6,1978,1978,1,10395,NWAmes,TA,TA,Y,148000
613,8,1872,2,531,1299,1299,2,7,2001,2001,1,11885,CollgCr,Gd,Ex,Y,261500
614,5,1120,0,0,1120,1120,1,6,2007,2007,0,8402,Mitchel,TA,TA,Y,147000
615,4,630,0,0,630,630,1,3,1972,1972,0,1491,MeadowV,TA,TA,Y,75500
616,6,1054,2,480,936,1054,1,6,1963,1963,0,8800,NAmes,TA,Gd,Y,137500
617,6,1509,2,393,783,807,2,7,2002,2003,1,7861,Gilbert,Gd,Gd,Y,183200
618,6,832,2,528,832,832,1,4,1954,1954,0,7227,NAmes,TA,Gd,Y,105500
619,9,1828,3,774,1822,1828,2,9,2007,2007,1,11694,NridgHt,Ex,Gd,Y,314813
620,8,2262,3,749,1482,1482,2,10,2003,2003,2,12244,Timber,Gd,Gd,Y,305000
621,3,864,0,0,864,864,1,5,1914,1950,0,8248,Edwards,TA,TA,N,67000
622,6,2614,2,624,1522,1548,2,9,1974,1997,1,10800,NWAmes,TA,TA,Y,240000
623,5,980,2,484,980,980,1,6,1977,1977,0,7064,Sawyer,TA,TA,Y,135000
624,6,1512,2,440,756,756,2,4,2000,2000,1,2117,Somerst,Gd,Gd,Y,168500
625,6,1790,2,484,732,1012,1,8,1972,1972,1,10400,NWAmes,TA,TA,Y,165150
626,6,1116,2,440,1116,1116,1,5,1962,1962,0,10000,NAmes,TA,TA,Y,160000
627,5,1422,1,286,978,1422,1,6,1960,1978,1,12342,NAmes,TA,TA,Y,139900
628,6,1520,1,364,1156,1520,1,7,1955,1972,2,9600,NAmes,TA,TA,Y,153000
629,5,2080,2,504,1040,1040,1,9,1969,1969,2,11606,NAmes,TA,Fa,Y,135000
630,6,1350,2,520,1248,1350,1,6,1964,1964,0,9020,NAmes,TA,TA,Y,168500
631,5,1750,1,240,636,1089,1,8,1880,1991,0,9000,OldTown,TA,Ex,Y,124000
632,8,1554,2,627,1554,1554,2,6,2006,2006,1,4590,NridgHt,Gd,Gd,Y,209500
633,7,1411,2,544,1386,1411,2,6,1977,1977,1,11900,NWAmes,TA,TA,Y,82500
634,5,1056,1,260,1056,1056,1,6,1954,2005,0,9250,NAmes,TA,TA,Y,139400
635,6,1056,2,576,1056,1056,0,4,1980,1980,0,6979,OldTown,TA,TA,Y,144000
636,6,3395,0,0,1440,1440,2,14,1914,1995,0,10896,SWISU,Fa,Fa,Y,200000
637,2,800,0,0,264,800,1,4,1936,1950,1,6120,BrkSide,Fa,Fa,N,60000
638,5,1387,1,256,811,811,2,7,1954,1954,0,6000,OldTown,TA,Gd,Y,93000
639,5,796,0,0,796,796,1,4,1910,1950,0,8777,Edwards,TA,TA,Y,85000
640,8,1567,3,648,1520,1567,2,7,2006,2006,1,3982,Blmngtn,Gd,Ex,Y,264561
641,8,1518,2,588,1518,1518,1,6,2003,2004,1,12677,NridgHt,Ex,Ex,Y,274000
642,7,1929,2,650,1057,1057,2,7,2001,2001,1,7050,Somerst,Gd,Gd,Y,226000
643,8,2704,2,538,1952,2000,2,9,1972,1995,3,13860,NAmes,Gd,Ex,Y,345000
644,5,1620,2,462,780,780,2,7,1969,1969,0,10793,NWAmes,TA,TA,Y,152000
645,9,1766,3,478,1766,1766,2,7,2009,2009,1,9187,Somerst,Ex,Ex,Y,370878
646,6,981,2,576,981,981,1,5,1971,1971,0,10530,NAmes,TA,TA,Y,143250
647,5,1048,2,420,0,1048,1,7,1950,1950,0,7200,NAmes,TA,TA,Y,98300
648,6,1094,2,495,1094,1094,1,5,1953,1953,2,10452,Edwards,TA,TA,Y,155000
649,6,1839,2,442,756,1051,1,7,1966,1966,1,7700,NAmes,TA,TA,Y,155000
650,4,630,0,0,630,630,1,3,1970,1970,0,1936,MeadowV,TA,TA,Y,84500
651,7,1665,2,562,813,822,2,7,2007,2007,0,8125,Somerst,Gd,Gd,Y,205950
652,4,1510,1,296,755,755,1,7,1940,1950,1,9084,Edwards,TA,TA,Y,108000
653,7,1716,2,512,880,909,2,7,1996,1996,1,8750,CollgCr,Gd,Gd,Y,191000
654,6,1469,1,216,756,756,1,7,1906,1995,0,10320,IDOTRR,TA,TA,Y,135000
655,8,2113,3,839,2109,2113,2,7,1995,1995,1,10437,NoRidge,Gd,Gd,Y,350000
656,6,1092,1,264,525,525,1,6,1971,1971,0,1680,BrDale,TA,TA,Y,88000
657,5,1053,1,312,1053,1053,1,5,1959,2006,0,10007,NAmes,Gd,Gd,Y,145500
658,7,1502,1,270,776,851,1,6,1931,2000,1,7200,Crawfor,TA,TA,Y,149000
659,6,1458,1,330,912,912,1,6,1948,1950,1,17503,NAmes,TA,TA,Y,97500
660,5,1486,2,480,1486,1486,1,7,1964,1999,0,9937,Edwards,TA,TA,Y,167000
661,7,1935,2,550,793,1142,2,7,1976,1976,1,12384,NWAmes,TA,TA,Y,197900
662,8,2448,3,711,1629,1686,2,8,1994,2005,1,46589,NoRidge,Gd,Gd,Y,402000
663,6,1392,2,576,1392,1392,1,5,1968,1968,2,13560,NAmes,TA,TA,Y,110000
664,4,1181,2,588,1138,1181,2,6,1972,1972,0,10012,Edwards,TA,TA,Y,137500
665,8,2097,3,1134,2077,2097,1,8,2005,2006,1,20896,Somerst,Gd,Ex,Y,423000
666,8,1936,2,504,1406,1454,2,7,2000,2000,1,11194,Gilbert,Gd,Gd,Y,230500
667,6,2380,2,596,1021,1465,2,7,1965,1979,1,18450,NAmes,TA,TA,Y,129000
668,6,1679,2,575,1408,1679,2,7,1994,1998,1,8125,SawyerW,TA,Gd,Y,193500
669,5,1437,2,576,1188,1437,1,6,1956,1987,1,14175,Sawyer,TA,TA,Y,168000
670,4,1180,1,252,700,1180,1,5,1922,1950,1,11600,Crawfor,TA,Fa,Y,137500
671,6,1476,2,540,738,738,2,7,2005,2005,0,8633,CollgCr,Gd,Gd,Y,173500
672,6,1369,1,300,672,697,2,6,1925,1950,0,6629,Edwards,TA,TA,N,103600
673,6,1208,2,546,1208,1208,1,6,1977,1977,1,11250,Veenker,Gd,TA,Y,165000
674,6,1839,2,416,1477,1839,2,7,1957,2004,2,14442,Crawfor,TA,Gd,Y,257500
675,6,1136,1,384,1136,1136,1,5,1965,1965,1,9200,NAmes,TA,TA,Y,140000
676,6,1441,2,440,855,855,2,7,1978,1978,1,2289,NPkVill,TA,TA,Y,148500
677,4,1774,3,779,1095,1095,2,8,1900,1950,0,9600,OldTown,TA,TA,N,87000
678,5,792,1,240,768,792,1,5,1924,2006,0,9022,OldTown,Gd,Gd,Y,109500
679,8,2046,3,834,2046,2046,2,7,2008,2008,1,11844,StoneBr,Gd,Gd,Y,372500
680,5,988,2,572,988,988,1,5,1961,1961,0,9945,Sawyer,TA,TA,Y,128500
681,6,923,1,264,923,923,2,5,1980,1980,1,8012,SawyerW,TA,TA,Y,143000
682,5,1520,1,281,793,848,1,6,1932,2000,0,4500,SWISU,TA,TA,Y,159434
683,6,1291,2,431,1291,1291,1,6,1996,1997,1,2887,ClearCr,TA,Gd,Y,173000
684,9,1668,3,702,1626,1668,2,7,2002,2002,1,11248,CollgCr,Gd,Gd,Y,285000
685,7,1839,2,486,1195,1195,2,7,1998,1998,0,16770,NoRidge,Gd,TA,Y,221000
686,7,2090,2,577,1190,1190,2,6,1984,1984,1,5062,StoneBr,Gd,Gd,Y,207500
687,7,1761,2,578,874,874,3,7,2007,2007,0,10207,Somerst,Gd,Gd,Y,227875
688,7,1102,2,480,551,551,2,4,2004,2004,0,5105,Somerst,Gd,Gd,Y,148800
689,8,1419,2,567,1419,1419,2,7,2007,2007,1,8089,StoneBr,Gd,Gd,Y,392000
690,6,1362,2,460,1362,1362,2,6,2005,2006,1,7577,NridgHt,Gd,Gd,Y,194700
691,6,848,2,420,848,848,1,3,2004,2004,1,4426,CollgCr,Gd,Gd,Y,141000
692,10,4316,3,832,2444,2444,3,10,1994,1995,2,21535,NoRidge,Ex,Ex,Y,755000
693,7,2519,2,628,1210,1238,2,9,1989,1990,2,26178,Timber,Gd,Gd,Y,335000
694,5,1073,1,326,1073,1073,1,4,1921,1968,0,5400,OldTown,TA,TA,Y,108480
695,5,1539,2,576,927,1067,1,5,1936,1950,0,6120,BrkSide,TA,TA,Y,141500
696,6,1137,2,551,1112,1137,2,5,1987,1987,1,13811,Timber,TA,Gd,Y,176000
697,5,616,1,205,616,616,1,4,1921,1950,0,6000,BrkSide,TA,TA,Y,89000
698,5,1148,1,308,980,1148,1,6,1952,1952,0,6420,Edwards,TA,TA,Y,123500
699,5,894,1,336,894,894,1,5,1965,2009,1,8450,Sawyer,TA,TA,Y,138500
700,7,1391,2,530,1391,1391,2,5,2004,2004,0,4282,Somerst,Gd,Gd,Y,196000
701,8,1800,3,765,1800,1800,2,7,2002,2002,1,14331,Timber,Gd,Gd,Y,312500
702,7,1164,2,528,1164,1164,1,6,1969,1969,0,9600,NWAmes,TA,TA,Y,140000
703,8,2576,3,666,1234,1264,2,10,2006,2006,1,12438,StoneBr,Ex,Ex,Y,361919
704,5,1812,2,672,360,1032,2,8,1900,1996,1,7630,OldTown,TA,Gd,Y,140000
705,7,1484,2,606,1473,1484,2,7,2004,2005,0,8400,CollgCr,Gd,Gd,Y,213000
706,4,1092,0,0,0,372,2,7,1930,1950,0,5600,IDOTRR,Fa,Fa,N,55000
707,7,1824,2,739,1643,1824,2,5,1971,2002,2,115149,ClearCr,TA,Gd,Y,302000
708,8,1324,2,550,1324,1324,2,6,2006,2006,1,6240,NridgHt,Gd,Gd,Y,254000
709,7,1456,2,400,728,728,2,8,2007,2007,1,9018,Gilbert,Gd,Gd,Y,179540
710,5,904,1,408,876,904,1,6,1966,1966,0,7162,Sawyer,TA,TA,Y,109900
711,3,729,0,0,270,729,1,5,1935,2003,0,4130,BrkSide,Gd,TA,Y,52000
712,4,1178,1,384,859,859,1,7,1900,1950,0,8712,IDOTRR,TA,TA,Y,102776
713,8,1228,2,472,1228,1228,2,5,1988,1989,1,4671,StoneBr,Gd,Gd,Y,189000
714,4,960,2,576,960,960,1,6,1970,1970,0,9873,BrkSide,TA,TA,N,129000
715,6,1479,2,475,725,725,2,6,1976,2005,0,13517,Sawyer,Gd,Gd,Y,130500
716,6,1350,2,478,1064,1350,2,7,1974,1974,1,10140,NWAmes,TA,TA,Y,165000
717,7,2554,2,704,718,1576,1,8,1890,1998,0,10800,OldTown,TA,TA,Y,159500
718,5,1178,2,439,1176,1178,1,5,1973,2000,1,10000,NWAmes,TA,Gd,Y,157000
719,7,2418,3,983,1311,1325,2,9,1993,1994,1,10542,NoRidge,Gd,Gd,Y,341000
720,5,971,1,300,971,971,1,5,1969,1969,1,9920,CollgCr,TA,TA,Y,128500
721,8,1742,2,564,1742,1742,2,5,1985,1985,1,6563,StoneBr,Gd,Gd,Y,275000
722,6,848,2,420,848,848,1,3,2004,2004,0,4426,CollgCr,Gd,Gd,Y,143000
723,4,864,2,463,864,864,1,5,1970,1970,0,8120,NAmes,TA,TA,Y,124500
724,4,1470,1,548,941,997,2,7,1954,1972,0,8172,Edwards,TA,TA,Y,135000
725,9,1698,3,768,1698,1698,2,8,2007,2008,1,13286,Edwards,Ex,Ex,Y,320000
726,4,864,2,660,864,864,1,5,1970,1970,0,6960,NAmes,TA,Gd,Y,120500
727,6,1680,2,540,880,1680,2,5,1988,2007,1,21695,Crawfor,Gd,Gd,Y,222000
728,7,1232,2,632,1232,1232,2,6,2007,2007,0,7314,CollgCr,Gd,Gd,Y,194500
729,5,1776,3,888,1584,1776,2,9,1958,1958,0,11475,NAmes,TA,TA,Y,110000
730,4,1208,2,539,780,848,1,5,1925,1950,0,6240,IDOTRR,TA,TA,Y,103000
731,8,1616,2,608,1595,1616,2,5,1995,1996,1,5389,StoneBr,Gd,Gd,Y,236500
732,7,1146,2,438,868,1146,2,6,2003,2003,1,9590,Timber,Gd,Gd,Y,187500
733,7,2031,2,541,1153,1153,2,8,1998,1999,1,11404,CollgCr,Gd,Gd,Y,222500
734,5,1144,1,264,864,1144,1,6,1961,1983,1,10000,Sawyer,TA,TA,Y,131400
735,5,948,1,300,948,948,1,6,1968,1968,0,8978,Sawyer,TA,TA,Y,108000
736,7,1768,2,320,880,880,1,6,1914,1970,2,10800,OldTown,TA,TA,N,163000
737,3,1040,2,400,0,1040,2,6,1950,1950,0,8544,NAmes,TA,TA,N,93500
738,8,1801,3,800,893,901,2,8,2005,2005,1,10463,Gilbert,Gd,Gd,Y,239900
739,5,1200,0,0,1200,1200,3,5,1987,1988,0,10800,Edwards,TA,TA,Y,179000
740,7,1728,2,572,864,864,2,7,2004,2004,0,9313,CollgCr,Gd,Gd,Y,190000
741,5,1432,2,360,264,768,2,7,1910,2002,0,9600,OldTown,TA,TA,Y,132000
742,6,912,1,288,912,912,1,5,1961,1996,0,6768,Sawyer,TA,Gd,Y,142000
743,7,1349,2,539,1349,1349,2,6,2000,2001,0,8450,SawyerW,TA,TA,Y,179000
744,5,1464,2,480,520,1464,2,6,1963,1999,1,12886,Sawyer,TA,TA,Y,175000
745,8,1337,2,462,1337,1337,2,5,1993,1993,1,5395,StoneBr,Gd,Gd,Y,180000
746,8,2715,2,831,1142,1175,3,11,1976,1996,2,8963,NWAmes,Ex,Gd,Y,299800
747,7,2256,2,554,952,980,2,8,2000,2000,1,8795,Gilbert,Gd,Gd,Y,236000
748,7,2640,4,864,1240,1320,1,8,1880,2003,1,11700,OldTown,Gd,Gd,N,265979
749,7,1720,2,527,1720,1720,2,7,1996,1996,1,10593,NoRidge,Gd,Gd,Y,260400
750,4,1529,1,240,0,1088,2,9,1945,1950,0,8405,Edwards,TA,TA,N,98000
751,4,1140,0,0,576,792,1,7,1910,2004,0,8800,OldTown,TA,TA,Y,96500
752,7,1320,2,400,660,660,2,6,2003,2003,0,7750,Gilbert,Gd,Gd,Y,162000
753,6,1494,2,576,1479,1494,2,6,1997,1997,0,9236,CollgCr,TA,Gd,Y,217000
754,8,2098,3,878,1030,1038,2,8,2005,2005,1,10240,NridgHt,Gd,Ex,Y,275500
755,6,1026,2,440,1026,1026,1,5,1969,2005,0,7930,NAmes,TA,Gd,Y,156000
756,6,1471,2,440,729,742,2,6,1999,1999,0,3230,Somerst,TA,TA,Y,172500
757,8,1768,2,578,866,866,2,7,2007,2007,0,10769,CollgCr,Gd,Gd,Y,212000
758,6,1386,2,440,672,672,2,6,1978,1978,1,11616,Sawyer,TA,TA,Y,158900
759,7,1501,2,440,744,757,2,6,1999,1999,0,2280,Somerst,TA,TA,Y,179400
760,8,2531,3,752,1318,1328,2,9,1995,1995,1,12257,NoRidge,Gd,Gd,Y,290000
761,6,864,1,300,864,864,1,5,1959,1959,0,9100,NAmes,TA,TA,Y,127500
762,5,1301,2,440,1145,1301,1,5,1924,1950,0,6911,BrkSide,TA,Fa,Y,100000
763,7,1547,2,614,756,764,2,7,2009,2009,0,8640,Somerst,TA,Gd,Y,215200
764,8,2365,3,856,1252,1268,2,8,1999,1999,1,9430,NoRidge,Gd,Gd,Y,337000
765,8,1494,2,481,1494,1494,1,6,1995,1996,1,9549,Veenker,Gd,Ex,Y,270000
766,9,1506,2,592,1498,1506,2,6,2008,2008,1,14587,Somerst,Gd,Ex,Y,264132
767,7,1714,2,496,980,980,2,7,1988,1988,1,10421,NWAmes,TA,TA,Y,196500
768,6,1750,1,423,983,983,2,7,1940,1985,0,12508,Mitchel,TA,TA,Y,160000
769,7,1836,2,484,1860,1836,2,8,2004,2005,1,9100,CollgCr,Gd,Gd,Y,216837
770,8,3279,3,841,1650,1690,3,12,2003,2003,1,53504,StoneBr,Ex,Ex,Y,538000
771,5,858,2,576,858,858,1,5,1982,1982,0,7252,Sawyer,TA,TA,Y,134900
772,4,1220,2,396,836,1220,1,6,1951,1951,0,8877,Edwards,TA,TA,Y,102000
773,6,1117,2,672,1029,1117,1,6,1976,1976,1,7819,Edwards,TA,TA,Y,107000
774,5,912,1,275,912,912,1,5,1958,1958,0,10150,NAmes,TA,TA,Y,114500
775,8,1973,3,895,1935,1973,2,9,2006,2006,1,14226,NridgHt,Gd,Gd,Y,395000
776,6,1204,2,412,1204,1204,2,5,1998,1998,0,4500,Mitchel,TA,TA,Y,162000
777,7,1614,3,865,1614,1614,2,7,2005,2006,0,11210,CollgCr,Gd,Gd,Y,221500
778,5,894,2,440,864,894,1,5,1974,1974,1,13350,Sawyer,TA,TA,Y,142500
779,5,2020,2,630,0,2020,2,10,1977,1977,2,8400,SawyerW,TA,TA,Y,144000
780,6,1004,2,504,975,1004,1,4,1977,1977,0,10530,Mitchel,TA,TA,Y,135000
781,7,1253,2,402,1237,1253,2,6,1995,1996,1,7875,Gilbert,TA,TA,Y,176000
782,6,1603,2,484,761,810,2,7,1992,1992,0,7153,SawyerW,Gd,Gd,Y,175900
783,7,1430,2,605,1413,1430,2,6,2001,2002,0,16285,CollgCr,Gd,Gd,Y,187100
784,5,1110,2,602,1097,1110,1,4,1978,1978,1,9101,Mitchel,TA,Gd,Y,165500
785,6,1484,0,0,742,742,2,9,1914,2001,1,6300,OldTown,TA,TA,Y,128000
786,6,1342,2,457,1372,1342,2,7,1967,1967,1,9790,NWAmes,TA,TA,Y,161500
787,5,1652,1,416,686,966,2,7,1915,1950,0,10800,OldTown,TA,TA,Y,139000
788,7,2084,2,618,956,956,2,8,2004,2004,0,10142,SawyerW,Gd,Gd,Y,233000
789,4,901,1,281,901,901,1,4,1954,2000,0,6000,OldTown,TA,TA,Y,107900
790,6,2087,2,444,832,976,2,9,1966,2007,0,12205,ClearCr,TA,Gd,Y,187500
791,7,1145,2,397,1145,1145,2,5,2005,2006,1,3182,Blmngtn,Gd,Gd,Y,160200
792,6,1062,2,539,1029,1062,1,5,1976,1976,2,11333,Mitchel,TA,TA,Y,146800
793,7,2013,2,455,1117,1127,2,8,1996,1997,1,9920,NoRidge,Gd,TA,Y,269790
794,8,1496,2,474,1496,1496,2,7,2007,2007,0,9158,Somerst,Gd,Gd,Y,225000
795,7,1895,2,409,712,1086,2,7,1994,1996,1,10832,Gilbert,Gd,Gd,Y,194500
796,6,1564,2,476,650,888,2,7,1980,1981,1,8400,SawyerW,TA,TA,Y,171000
797,6,1285,2,528,660,1285,1,7,1977,1977,1,8197,Sawyer,TA,TA,Y,143500
798,5,773,1,240,773,773,1,4,1953,1953,0,7677,NAmes,TA,TA,Y,110000
799,9,3140,3,820,1926,1966,3,11,2008,2009,2,13518,NridgHt,Ex,Ex,Y,485000
800,5,1768,1,240,731,981,1,7,1937,1950,2,7200,SWISU,TA,Gd,Y,175000
801,6,1688,2,603,616,616,2,8,1997,1997,0,12798,ClearCr,TA,Gd,Y,200000
802,4,1196,2,440,1196,1196,1,5,1916,1990,0,4800,IDOTRR,TA,TA,Y,109900
803,7,1456,2,410,728,728,2,7,2005,2005,1,8199,CollgCr,Gd,Gd,Y,189000
804,9,2822,3,1020,1734,1734,3,12,2008,2009,1,13891,NridgHt,Ex,Ex,Y,582933
805,5,1128,1,286,936,1128,1,5,1954,1954,0,9000,NAmes,TA,TA,Y,118000
806,7,1428,2,554,1417,1428,2,6,2008,2008,0,12274,Somerst,Gd,Ex,Y,227680
807,5,980,1,384,980,980,2,6,1967,1967,0,9750,NAmes,TA,TA,Y,135500
808,5,1576,2,528,1324,1072,1,6,1923,2004,1,21384,BrkSide,TA,Gd,Y,223500
809,5,1086,2,484,1024,1086,1,6,1966,1966,1,13400,NAmes,TA,TA,Y,159950
810,5,2138,2,360,849,1075,2,11,1898,1965,0,8100,OldTown,TA,TA,N,106000
811,6,1309,2,484,1040,1309,1,5,1974,1999,1,10140,NWAmes,TA,Gd,Y,181000
812,6,848,2,420,848,848,1,4,2004,2004,1,4438,CollgCr,Gd,Gd,Y,144500
813,5,1044,2,504,540,1044,1,4,1952,1952,0,8712,IDOTRR,Fa,Fa,N,55993
814,6,1442,1,301,1442,1442,1,7,1958,1958,0,9750,NAmes,TA,TA,Y,157900
815,5,1250,1,280,686,686,1,7,1918,1950,0,8248,Edwards,TA,Fa,Y,116000
816,7,1661,2,598,1649,1661,2,6,1998,1998,0,12137,CollgCr,TA,Gd,Y,224900
817,5,1008,1,275,1008,1008,1,4,1954,1954,1,11425,NAmes,TA,TA,Y,137000
818,8,1689,3,857,1568,1689,2,7,2002,2002,2,13265,Mitchel,Gd,Gd,Y,271000
819,6,1052,2,440,1010,1052,1,6,1971,1971,0,8816,ClearCr,TA,TA,Y,155000
820,7,1358,2,484,1358,1358,2,6,2009,2010,1,6371,NridgHt,Gd,Gd,Y,224000
821,7,1640,2,595,798,798,2,6,2003,2003,0,7226,CollgCr,Gd,Gd,Y,183000
822,4,936,2,576,936,936,1,4,1953,1953,0,6000,OldTown,Fa,TA,N,93000
823,7,1733,2,433,847,847,2,7,2003,2003,1,12394,Gilbert,Gd,Gd,Y,225000
824,6,1489,1,240,778,944,2,7,1940,1950,1,9900,SWISU,TA,TA,Y,139500
825,8,1489,2,776,1489,1489,2,7,2006,2006,1,11216,Somerst,Gd,Gd,Y,232600
826,10,2084,3,1220,2078,2084,2,7,2007,2008,1,14803,NridgHt,Ex,Ex,Y,385000
827,5,784,0,0,784,784,1,5,1924,1950,0,6130,BrkSide,TA,Gd,Y,109500
828,7,1434,2,527,1454,1434,2,6,2001,2001,1,8529,SawyerW,Gd,Gd,Y,189000
829,5,2126,2,538,1013,1160,2,7,1967,1967,0,28698,ClearCr,TA,TA,Y,185000
830,7,1223,2,480,600,520,2,4,2005,2005,0,2544,Somerst,Gd,Gd,Y,147400
831,6,1392,2,458,1392,1392,1,6,1957,1957,2,11900,NAmes,TA,TA,Y,166000
832,7,1200,2,480,600,520,2,4,2005,2005,0,3180,Somerst,TA,Gd,Y,151000
833,7,1829,2,613,941,941,2,7,2003,2003,1,9548,CollgCr,Gd,Gd,Y,237000
834,6,1516,2,472,1516,1516,1,6,1964,1964,0,10004,NAmes,TA,TA,Y,167000
835,5,1144,2,456,1144,1144,1,6,1961,1961,0,7875,NAmes,TA,TA,Y,139950
836,4,1067,2,436,1067,1067,2,4,1950,1995,0,9600,Sawyer,TA,Gd,Y,128000
837,5,1559,2,812,1559,1559,1,5,1948,1973,0,8100,OldTown,TA,TA,Y,153500
838,6,987,1,264,483,483,1,5,1973,1973,0,1680,BrDale,TA,TA,Y,100000
839,5,1099,1,352,1099,1099,1,6,1995,2006,0,9525,CollgCr,TA,Gd,Y,144000
