Id,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,YearRemodAdd,Fireplaces,LotArea,Neighborhood,ExterQual,KitchenQual,CentralAir,TotalSF,HouseAge,RemodAge,IsRemodeled,Qual_x_Area,Qual_x_TotalSF,HasFireplace,LotRatio,SalePrice
424,8,2630,3,1470,2,1998,1998,1,9200,NoRidge,Gd,Gd,Y,4100,12,12,0,21040,32800,1,0.28587,315000
425,6,1196,1,1196,1,1956,1956,1,9000,NAmes,TA,TA,Y,2392,54,54,0,7176,14352,1,0.132889,139000
426,7,1389,1,651,1,1946,1992,2,3378,OldTown,TA,TA,Y,2040,64,18,1,9723,14280,1,0.41119,135000
427,7,1644,2,1518,2,1989,1989,1,12800,SawyerW,Gd,Gd,Y,3162,21,21,0,11508,22134,1,0.128438,275000
428,4,907,1,907,1,1957,1957,0,8593,NAmes,TA,TA,Y,1814,53,53,0,3628,7256,0,0.105551,109008
429,7,1208,2,1208,2,2007,2007,0,6762,CollgCr,Gd,Gd,Y,2416,3,3,0,8456,16912,0,0.178645,195400
430,6,1412,2,1392,2,1988,1988,1,11457,Timber,TA,Gd,Y,2804,22,22,0,8472,16824,1,0.123243,175000
431,6,987,1,483,1,1971,1971,0,1680,BrDale,TA,TA,Y,1470,39,39,0,5922,8820,0,0.5875,85400
432,6,1198,0,901,1,1920,1998,0,5586,OldTown,TA,TA,Y,2099,90,12,1,7188,12594,0,0.214465,79900
433,5,1365,2,765,1,1971,1971,0,1920,BrDale,TA,TA,Y,2130,39,39,0,6825,10650,0,0.710938,122500
434,6,1604,2,926,2,1997,1998,1,10839,Gilbert,TA,TA,Y,2530,13,12,1,9624,15180,1,0.147984,181000
435,4,630,0,630,1,1972,1972,0,1890,MeadowV,TA,TA,Y,1260,38,38,0,2520,5040,0,0.333333,81000
436,7,1661,2,799,2,1996,1996,1,10667,CollgCr,Gd,Gd,Y,2460,14,14,0,11627,17220,1,0.155714,212000
437,6,1118,2,648,1,1920,1950,0,4400,OldTown,TA,TA,Y,1766,90,60,1,6708,10596,0,0.254091,116000
438,6,904,1,884,1,1926,2004,0,6000,BrkSide,Gd,TA,Y,1788,84,6,1,5424,10728,0,0.150667,119000
439,5,694,1,440,1,1913,2002,1,4280,Crawfor,TA,Gd,N,1134,97,8,1,3470,5670,1,0.16215,90350
440,6,1196,2,684,1,1920,2000,0,12354,Edwards,TA,Gd,Y,1880,90,10,1,7176,11280,0,0.096811,110000
441,10,2402,3,3094,2,2008,2008,2,15431,NridgHt,Ex,Ex,Y,5496,2,2,0,24020,54960,1,0.155661,555000
442,4,1440,0,1440,2,1955,1955,0,12108,Edwards,TA,Fa,N,2880,55,55,0,5760,11520,0,0.11893,118000
443,5,1573,2,1078,2,1930,1992,1,6240,BrkSide,TA,TA,Y,2651,80,18,1,7865,13255,1,0.252083,162900
444,7,1258,3,1258,2,2006,2007,1,3922,Blmngtn,Gd,Gd,Y,2516,4,3,1,8806,17612,1,0.320755,172500
445,7,1908,2,915,2,1994,1995,1,8750,CollgCr,Gd,Gd,Y,2823,16,15,1,13356,19761,1,0.218057,210000
446,6,1689,2,1436,1,1956,1956,1,9855,Edwards,TA,TA,Y,3125,54,54,0,10134,18750,1,0.171385,127500
447,6,1888,2,1517,2,1966,2002,1,16492,NAmes,Gd,Gd,Y,3405,44,8,1,11328,20430,1,0.11448,190000
448,7,1886,2,930,2,1998,1999,1,11214,Gilbert,Gd,Gd,Y,2816,12,11,1,13202,19712,1,0.168183,199900
449,6,1376,1,780,2,1937,1950,1,8600,IDOTRR,TA,TA,Y,2156,73,60,1,8256,12936,1,0.16,119500
450,3,1183,1,649,1,1948,2002,0,6000,OldTown,TA,TA,Y,1832,62,8,1,3549,5496,0,0.197167,120000
451,6,813,1,813,1,1930,2005,0,5684,OldTown,TA,Gd,Y,1626,80,5,1,4878,9756,0,0.143033,110000
452,7,1533,2,1533,2,1975,1975,2,70761,ClearCr,TA,Gd,Y,3066,35,35,0,10731,21462,1,0.021664,280000
453,6,1756,2,872,2,1996,1997,0,9303,Timber,Gd,TA,Y,2628,14,13,1,10536,15768,0,0.188756,204000
454,8,1590,2,768,2,2008,2008,0,9000,Somerst,Gd,Gd,Y,2358,2,2,0,12720,18864,0,0.176667,210000
455,5,1728,2,1728,2,1976,1976,0,9297,Mitchel,TA,TA,Y,3456,34,34,0,8640,17280,0,0.185866,188000
456,7,1242,2,1242,1,1973,1973,1,9600,NWAmes,TA,TA,Y,2484,37,37,0,8694,17388,1,0.129375,175500
457,5,1344,3,624,1,1916,1950,0,4571,OldTown,TA,TA,N,1968,94,60,1,6720,9840,0,0.294028,98000
458,4,1663,2,1364,1,1954,1994,2,53227,ClearCr,TA,Gd,Y,3027,56,16,1,6652,12108,1,0.031244,256000
459,8,1666,1,588,1,1925,1996,1,5100,OldTown,TA,Gd,Y,2254,85,14,1,13328,18032,1,0.326667,161000
460,5,1203,1,709,1,1950,1950,1,7015,BrkSide,TA,Gd,Y,1912,60,60,0,6015,9560,1,0.17149,110000
461,8,1935,2,832,2,2009,2009,0,8004,Somerst,Gd,TA,Y,2767,1,1,0,15480,22136,0,0.241754,263435
462,7,1135,2,560,1,1936,2007,0,7200,SWISU,Gd,Gd,Y,1695,74,3,1,7945,11865,0,0.157639,155000
463,5,864,1,864,1,1965,1965,1,8281,Sawyer,TA,TA,Y,1728,45,45,0,4320,8640,1,0.104335,62383
464,6,1660,1,715,1,1934,1995,1,11988,Crawfor,TA,TA,Y,2375,76,15,1,9960,14250,1,0.138472,188700
465,5,1040,0,1040,2,1978,1978,0,8430,CollgCr,TA,TA,Y,2080,32,32,0,5200,10400,0,0.123369,124000
466,7,1414,2,1375,2,2004,2004,1,3072,Blmngtn,Gd,Gd,Y,2789,6,6,0,9898,19523,1,0.460286,178740
467,7,1277,2,1277,1,1970,1970,1,10628,NAmes,TA,TA,Y,2554,40,40,0,8939,17878,1,0.120154,167000
468,5,1644,1,728,1,1942,1995,2,9480,NAmes,TA,Gd,Y,2372,68,15,1,8220,11860,1,0.173418,146500
469,8,1634,3,1626,2,2006,2006,1,11428,NridgHt,Gd,Gd,Y,3260,4,4,0,13072,26080,1,0.142982,250000
470,6,1710,2,832,2,1993,1993,0,9291,SawyerW,Gd,Gd,Y,2542,17,17,0,10260,15252,0,0.184049,187000
471,8,1502,2,1488,1,1985,1985,0,6820,StoneBr,Gd,Gd,Y,2990,25,25,0,12016,23920,0,0.220235,212000
472,7,1969,2,808,2,1977,1977,1,11952,NWAmes,TA,TA,Y,2777,33,33,0,13783,19439,1,0.164742,190000
473,6,1072,2,547,1,2005,2005,0,3675,Edwards,TA,TA,Y,1619,5,5,0,6432,9714,0,0.291701,148000
474,8,1976,3,1976,2,2006,2007,1,14977,NridgHt,Gd,Gd,Y,3952,4,3,1,15808,31616,1,0.131936,440000
475,8,1652,2,1494,2,2000,2000,0,5330,StoneBr,Gd,Ex,Y,3146,10,10,0,13216,25168,0,0.309944,251000
476,5,970,2,970,1,1963,1963,0,8480,Sawyer,TA,TA,Y,1940,47,47,0,4850,9700,0,0.114387,132500
477,6,1493,2,1478,2,1997,1998,1,13125,CollgCr,TA,Gd,Y,2971,13,12,1,8958,17826,1,0.113752,208900
478,9,2643,3,2153,2,2006,2006,1,13693,NridgHt,Ex,Ex,Y,4796,4,4,0,23787,43164,1,0.193018,380000
479,8,1718,3,1705,2,2007,2008,1,10637,CollgCr,Gd,Gd,Y,3423,3,2,1,13744,27384,1,0.161512,297000
480,4,1131,2,907,1,1937,2000,0,5925,OldTown,TA,TA,Y,2038,73,10,1,4524,8152,0,0.190886,89471
481,9,1850,3,1833,2,2004,2005,1,16033,NridgHt,Gd,Gd,Y,3683,6,5,1,16650,33147,1,0.115387,326000
482,9,1792,3,1792,2,2003,2004,1,11846,NridgHt,Gd,Ex,Y,3584,7,6,1,16128,32256,1,0.151275,374000
483,7,1826,1,910,1,1915,2005,1,2500,OldTown,Gd,Ex,Y,2736,95,5,1,12782,19152,1,0.7304,155000
484,6,1216,2,1216,2,1998,1998,0,4500,Mitchel,TA,TA,Y,2432,12,12,0,7296,14592,0,0.270222,164000
485,5,999,1,999,1,1962,2001,0,7758,Sawyer,TA,Gd,Y,1998,48,9,1,4995,9990,0,0.12877,132500
486,5,1113,1,1113,1,1950,2007,1,9600,NAmes,Gd,Gd,Y,2226,60,3,1,5565,11130,1,0.115938,147000
487,5,1073,2,1073,1,1965,1965,0,10289,NAmes,TA,TA,Y,2146,45,45,0,5365,10730,0,0.104286,156000
488,5,1484,2,1484,2,1971,1971,1,12243,NWAmes,TA,TA,Y,2968,39,39,0,7420,14840,1,0.121212,175000
489,5,2414,2,954,2,1900,1970,1,10800,OldTown,TA,TA,N,3368,110,40,1,12070,16840,1,0.223519,160000
490,4,630,1,630,1,1970,2002,0,1526,MeadowV,TA,Gd,Y,1260,40,8,1,2520,5040,0,0.412844,86000
491,5,1304,1,264,1,1976,1976,1,2665,MeadowV,TA,TA,Y,1568,34,34,0,6520,7840,1,0.489306,115000
492,6,1578,1,806,1,1941,1950,2,9490,NAmes,TA,Fa,Y,2384,69,60,1,9468,14304,1,0.16628,133000
493,6,1456,2,728,2,2006,2006,0,15578,Gilbert,Gd,TA,Y,2184,4,4,0,8736,13104,0,0.093465,172785
494,5,1269,1,1269,1,1960,1960,1,7931,NAmes,TA,TA,Y,2538,50,50,0,6345,12690,1,0.160005,155000
495,5,886,1,190,1,1938,1996,0,5784,OldTown,TA,TA,Y,1076,72,14,1,4430,5380,0,0.153181,91300
496,4,720,0,720,1,1920,1950,0,7879,IDOTRR,TA,TA,N,1440,90,60,1,2880,5760,0,0.091382,34900
497,8,3228,2,3200,3,1992,1993,1,12692,NoRidge,Gd,Gd,Y,6428,18,17,1,25824,51424,1,0.254333,430000
498,7,1820,1,1026,2,1925,1950,0,9120,BrkSide,TA,TA,Y,2846,85,60,1,12740,19922,0,0.199561,184000
499,5,899,1,864,1,1967,2004,0,7800,Sawyer,TA,Gd,Y,1763,43,6,1,4495,8815,0,0.115256,130000
500,5,912,1,912,1,1958,1985,0,7535,NAmes,TA,TA,Y,1824,52,25,1,4560,9120,0,0.121035,120000
501,6,1218,1,672,1,1973,1973,0,1890,BrDale,TA,TA,Y,1890,37,37,0,7308,11340,0,0.644444,113000
502,7,1768,2,866,2,2005,2005,0,9803,Somerst,Gd,Gd,Y,2634,5,5,0,12376,18438,0,0.180353,226700
503,5,1214,2,1214,1,1965,1965,0,9170,Edwards,TA,TA,Y,2428,45,45,0,6070,12140,0,0.132388,140000
504,7,1801,2,1501,2,1959,1997,2,15602,Crawfor,TA,TA,Y,3302,51,13,1,12607,23114,1,0.115434,289000
505,6,1322,2,855,2,1974,1974,1,2308,NPkVill,TA,TA,Y,2177,36,36,0,7932,13062,1,0.57279,147000
506,5,1960,2,960,2,1952,1952,0,7596,OldTown,TA,TA,Y,2920,58,58,0,9800,14600,0,0.258031,124500
507,8,1911,2,777,2,1993,1994,1,9554,SawyerW,Gd,Gd,Y,2688,17,16,1,15288,21504,1,0.200021,215000
508,6,1218,2,1218,2,2009,2009,0,7862,Somerst,Gd,Gd,Y,2436,1,1,0,7308,14616,0,0.154922,208300
509,7,1378,2,689,2,1928,2005,1,9600,OldTown,TA,Gd,Y,2067,82,5,1,9646,14469,1,0.143542,161000
510,5,1041,1,1041,1,1959,1959,0,9600,NAmes,TA,TA,Y,2082,51,51,0,5205,10410,0,0.108438,124500
511,5,1363,1,1008,1,1951,2000,2,14559,NAmes,Gd,TA,Y,2371,59,10,1,6815,11855,1,0.093619,164900
512,7,1368,2,1368,2,2005,2006,1,6792,NridgHt,Gd,Gd,Y,2736,5,4,1,9576,19152,1,0.201413,202665
513,5,864,2,864,1,1958,1958,0,9100,NAmes,TA,TA,Y,1728,52,52,0,4320,8640,0,0.094945,129900
514,6,1080,2,1084,1,1983,1983,0,9187,Mitchel,TA,TA,Y,2164,27,27,0,6480,12984,0,0.117557,134000
515,5,789,1,768,1,1926,1950,0,10594,Crawfor,TA,TA,N,1557,84,60,1,3945,7785,0,0.074476,96500
516,10,2020,3,2006,2,2009,2009,1,12220,NridgHt,Ex,Ex,Y,4026,1,1,0,20200,40260,1,0.165303,402861
517,6,2119,2,689,2,1972,1972,1,10448,NWAmes,TA,TA,Y,2808,38,38,0,12714,16848,1,0.202814,158000
518,7,2344,3,1264,2,1996,1997,1,10208,NoRidge,Gd,Gd,Y,3608,14,13,1,16408,25256,1,0.229624,265000
519,6,1796,2,794,2,1998,1998,0,9531,CollgCr,TA,TA,Y,2590,12,12,0,10776,15540,0,0.188438,211000
520,7,2080,1,1276,1,1926,2004,2,10918,Crawfor,Gd,Gd,Y,3356,84,6,1,14560,23492,1,0.190511,234000
521,4,1294,0,0,2,1900,2000,0,10800,OldTown,TA,TA,N,1294,110,10,1,5176,5176,0,0.119815,106250
522,6,1244,1,1244,1,1957,1957,2,11988,NAmes,TA,TA,Y,2488,53,53,0,7464,14928,1,0.10377,150000
523,6,1664,2,1004,2,1947,1950,2,5000,BrkSide,TA,TA,Y,2668,63,60,1,9984,16008,1,0.3328,159000
525,7,2398,3,1379,2,1996,1997,1,11787,NoRidge,Gd,Gd,Y,3777,14,13,1,16786,26439,1,0.203444,315750
526,7,1266,2,1257,2,2005,2005,1,7500,Somerst,Gd,Gd,Y,2523,5,5,0,8862,17661,1,0.1688,176000
527,5,928,1,928,1,1956,2000,0,13300,NAmes,TA,TA,Y,1856,54,10,1,4640,9280,0,0.069774,132000
528,9,2713,3,1452,2,2008,2008,1,14948,NridgHt,Ex,Ex,Y,4165,2,2,0,24417,37485,1,0.181496,446261
529,4,605,0,528,1,1920,2002,0,9098,Edwards,TA,TA,Y,1133,90,8,1,2420,4532,0,0.066498,86000
530,6,2515,2,2035,3,1957,1975,2,32668,Crawfor,Gd,TA,Y,4550,53,35,1,15090,27300,1,0.076987,200624
531,6,1509,2,1461,2,1988,1989,1,10200,Timber,Gd,Gd,Y,2970,22,21,1,9054,17820,1,0.147941,175000
532,6,1362,2,611,2,1920,1999,0,6155,BrkSide,TA,TA,Y,1973,90,11,1,8172,11838,0,0.221284,128000
533,5,827,1,0,1,1955,2007,1,7200,NAmes,TA,TA,Y,827,55,3,1,4135,4135,1,0.114861,107500
534,1,334,0,0,1,1946,1950,0,5000,BrkSide,Fa,Fa,N,334,64,60,1,334,334,0,0.0668,39300
535,8,1414,2,707,2,2004,2004,1,9056,Gilbert,Gd,Gd,Y,2121,6,6,0,11312,16968,1,0.15614,178000
536,5,1347,0,1117,1,1910,1991,0,7000,Edwards,TA,TA,Y,2464,100,19,1,6735,12320,0,0.192429,107500
537,7,1724,2,880,2,1998,1999,0,8924,CollgCr,TA,Gd,Y,2604,12,11,1,12068,18228,0,0.193187,188000
538,4,864,2,864,1,1972,1972,0,12735,NAmes,TA,TA,Y,1728,38,38,0,3456,6912,0,0.067845,111250
539,5,1159,1,1051,1,1968,1968,1,11553,Sawyer,TA,TA,Y,2210,42,42,0,5795,11050,1,0.10032,158000
540,8,1601,2,1581,2,2001,2002,1,11423,CollgCr,Gd,Gd,Y,3182,9,8,1,12808,25456,1,0.140156,272000
541,9,1838,3,1838,2,2006,2006,1,14601,Timber,Ex,Ex,Y,3676,4,4,0,16542,33084,1,0.125882,315000
542,8,2285,3,969,2,2000,2000,1,11000,NoRidge,Gd,Gd,Y,3254,10,10,0,18280,26032,1,0.207727,248000
543,7,1680,2,1650,2,1998,1999,1,10140,NWAmes,Gd,Gd,Y,3330,12,11,1,11760,23310,1,0.16568,213250
544,7,767,1,723,1,1998,1998,0,4058,NAmes,TA,TA,Y,1490,12,12,0,5369,10430,0,0.189009,133000
545,7,1496,2,654,2,2006,2006,1,17104,Gilbert,Gd,Gd,Y,2150,4,4,0,10472,15050,1,0.087465,179665
546,7,2183,3,1204,2,1988,1988,0,13837,NWAmes,Gd,Gd,Y,3387,22,22,0,15281,23709,0,0.157765,229000
547,6,1635,2,1065,1,1923,1950,1,8737,BrkSide,TA,TA,Y,2700,87,60,1,9810,16200,1,0.187135,210000
548,5,768,2,768,1,1970,1970,0,7244,Mitchel,TA,TA,Y,1536,40,40,0,3840,7680,0,0.106019,129500
549,5,825,2,825,1,1955,1995,0,8235,OldTown,TA,TA,Y,1650,55,15,1,4125,8250,0,0.100182,125000
550,7,2094,2,912,2,2003,2004,1,9375,Somerst,Gd,Gd,Y,3006,7,6,1,14658,21042,1,0.22336,263000
551,6,1069,2,1069,2,1977,1977,0,4043,NPkVill,TA,TA,Y,2138,33,33,0,6414,12828,0,0.264408,140000
552,5,928,1,928,1,1957,1957,0,6000,OldTown,TA,TA,Y,1856,53,53,0,4640,9280,0,0.154667,112500
553,8,1717,3,1709,2,2006,2006,1,11146,NridgHt,Gd,Gd,Y,3426,4,4,0,13736,27408,1,0.154046,255500
554,4,1126,2,0,2,1949,2003,0,8777,Edwards,TA,Gd,Y,1126,61,7,1,4504,4504,0,0.12829,108000
555,7,2046,3,998,2,2003,2004,1,10625,NridgHt,Gd,Gd,Y,3044,7,6,1,14322,21308,1,0.192565,284000
556,5,1048,1,993,1,1922,1950,1,6380,BrkSide,TA,TA,Y,2041,88,60,1,5240,10205,1,0.164263,113000
557,5,1092,1,1092,1,1957,1957,1,14850,NAmes,TA,TA,Y,2184,53,53,0,5460,10920,1,0.073535,141000
558,4,1336,1,637,1,1920,1950,0,11040,IDOTRR,TA,TA,Y,1973,90,60,1,5344,7892,0,0.121014,108000
559,7,1446,2,729,2,1996,1997,1,21872,Gilbert,TA,TA,Y,2175,14,13,1,10122,15225,1,0.066112,175000
560,7,1557,2,1374,2,2003,2004,1,3196,Blmngtn,Gd,Gd,Y,2931,7,6,1,10899,20517,1,0.487171,234000
561,5,1392,2,1392,1,1957,1996,1,11341,Sawyer,TA,TA,Y,2784,53,14,1,6960,13920,1,0.12274,121500
562,5,1389,2,1389,1,1974,1975,1,10010,Mitchel,TA,TA,Y,2778,36,35,1,6945,13890,1,0.138761,170000
563,5,996,0,996,1,1940,1969,1,13907,Edwards,TA,TA,Y,1992,70,41,1,4980,9960,1,0.071619,108000
564,6,1674,2,1163,2,1918,1950,1,21780,Edwards,TA,TA,Y,2837,92,60,1,10044,17022,1,0.07686,185000
565,7,2295,2,1095,2,1992,2000,1,13346,NoRidge,Gd,Gd,Y,3390,18,10,1,16065,23730,1,0.171962,268000
566,6,1647,1,806,1,1915,1950,0,6858,SWISU,TA,Fa,N,2453,95,60,1,9882,14718,0,0.240157,128000
567,9,2504,3,1122,2,2005,2007,1,11198,StoneBr,Gd,Ex,Y,3626,5,3,1,22536,32634,1,0.223611,325000
568,7,1535,2,1517,2,2004,2004,0,10171,NridgHt,Gd,Gd,Y,3052,6,6,0,10745,21364,0,0.150919,214000
569,8,2132,2,1496,1,1983,2009,1,12327,SawyerW,Gd,Gd,Y,3628,27,1,1,17056,29024,1,0.172954,316600
570,5,943,2,943,1,1979,1979,2,7032,NAmes,TA,TA,Y,1886,31,31,0,4715,9430,1,0.134101,135960
571,5,1728,2,1728,2,1965,1965,0,13101,NAmes,TA,TA,Y,3456,45,45,0,8640,17280,0,0.131898,142600
572,6,864,1,864,1,1959,1959,0,7332,NAmes,TA,Gd,Y,1728,51,51,0,5184,10368,0,0.11784,120000
573,7,1692,2,846,2,2009,2009,0,13159,Timber,TA,Gd,Y,2538,1,1,0,11844,17766,0,0.128581,224500
574,7,1430,2,384,2,2000,2000,1,9967,Gilbert,TA,TA,Y,1814,10,10,0,10010,12698,1,0.143473,170000
575,5,1109,1,372,1,1971,2005,0,10500,NAmes,TA,TA,Y,1481,39,5,1,5545,7405,0,0.105619,139000
576,5,1216,1,832,1,1947,1950,0,8480,NAmes,TA,TA,Y,2048,63,60,1,6080,10240,0,0.143396,118500
577,7,1477,1,861,2,1928,1950,1,6292,SWISU,TA,TA,Y,2338,82,60,1,10339,16366,1,0.234743,145000
578,5,1320,2,1164,1,1966,1966,2,11777,Sawyer,TA,TA,Y,2484,44,44,0,6600,12420,1,0.112083,164500
579,7,1392,2,689,2,2007,2007,0,3604,Somerst,Gd,Gd,Y,2081,3,3,0,9744,14567,0,0.386238,146000
580,5,1795,1,1050,2,1954,1954,0,12150,OldTown,TA,TA,N,2845,56,56,0,8975,14225,0,0.147737,131500
581,6,1429,2,1144,1,1960,1987,2,14585,NAmes,TA,Gd,Y,2573,50,23,1,8574,15438,1,0.097977,181900
582,8,2042,3,2042,2,2008,2009,1,12704,NridgHt,Ex,Ex,Y,4084,2,1,1,16336,32672,1,0.160737,253293
583,6,816,0,816,1,1990,1990,0,11841,Edwards,TA,TA,Y,1632,20,20,0,4896,9792,0,0.068913,118500
584,10,2775,2,1237,3,1893,2000,1,13500,OldTown,Ex,Gd,Y,4012,117,10,1,27750,40120,1,0.205556,325000
585,4,1573,1,884,1,1935,1995,0,6120,BrkSide,TA,Gd,Y,2457,75,15,1,6292,9828,0,0.257026,133000
586,8,2028,3,1868,2,2005,2006,2,11443,Timber,Gd,Gd,Y,3896,5,4,1,16224,31168,1,0.177226,369900
587,6,838,1,816,1,1918,2000,0,10267,BrkSide,TA,Fa,Y,1654,92,10,1,5028,9924,0,0.081621,130000
588,5,860,2,840,1,1982,1982,0,8740,Sawyer,TA,TA,Y,1700,28,28,0,4300,8500,0,0.098398,137000
589,5,1473,1,1437,1,1968,2003,2,25095,ClearCr,TA,Ex,Y,2910,42,7,1,7365,14550,1,0.058697,143000
590,5,935,1,742,1,1930,1960,0,9100,BrkSide,TA,TA,Y,1677,80,50,1,4675,8385,0,0.102747,79500
591,7,1582,2,770,2,2004,2004,0,8320,CollgCr,Gd,Gd,Y,2352,6,6,0,11074,16464,0,0.190144,185900
592,10,2296,3,1722,2,2008,2008,1,13478,NridgHt,Ex,Ex,Y,4018,2,2,0,22960,40180,1,0.170352,451950
593,5,816,2,816,1,1982,2003,0,6600,Mitchel,TA,TA,Y,1632,28,7,1,4080,8160,0,0.123636,138000
594,6,848,2,848,1,2003,2003,0,4435,CollgCr,Gd,Gd,Y,1696,7,7,0,5088,10176,0,0.191206,140000
595,5,924,1,924,1,1975,1975,0,7990,CollgCr,TA,TA,Y,1848,35,35,0,4620,9240,0,0.115645,110000
596,8,1826,3,1814,2,2005,2006,1,11302,StoneBr,Gd,Gd,Y,3640,5,4,1,14608,29120,1,0.161564,319000
597,6,1368,1,684,1,1910,1993,0,3600,OldTown,TA,TA,N,2052,100,17,1,8208,12312,0,0.38,114504
598,7,1402,3,1258,0,2006,2007,1,3922,Blmngtn,Gd,Gd,Y,2660,4,3,1,9814,18620,1,0.357471,194201
599,5,1647,2,1430,2,1977,1977,1,12984,Crawfor,TA,Gd,Y,3077,33,33,0,8235,15385,1,0.126848,217500
600,6,1556,2,716,2,1980,1980,1,1950,Blueste,TA,TA,Y,2272,30,30,0,9336,13632,1,0.797949,151000
601,8,1904,2,1058,2,2005,2005,1,10927,NridgHt,Gd,Ex,Y,2962,5,5,0,15232,23696,1,0.174247,275000
602,6,1375,1,780,1,1937,1950,1,9000,IDOTRR,TA,Gd,Y,2155,73,60,1,8250,12930,1,0.152778,141000
603,8,1915,2,908,2,1992,1992,1,10041,SawyerW,Gd,Gd,Y,2823,18,18,0,15320,22584,1,0.190718,220000
604,7,1200,2,600,2,2004,2005,0,3182,Somerst,Gd,Gd,Y,1800,6,5,1,8400,12600,0,0.377121,151000
605,7,1494,2,1494,2,2002,2002,1,12803,CollgCr,Gd,Gd,Y,2988,8,8,0,10458,20916,1,0.116691,221000
606,7,1986,2,768,2,1965,1990,3,13600,NAmes,TA,TA,Y,2754,45,20,1,13902,19278,1,0.146029,205000
607,5,1040,2,1040,1,1996,1996,0,12464,CollgCr,TA,Gd,Y,2080,14,14,0,5200,10400,0,0.08344,152000
608,5,2008,1,896,3,1948,2002,0,7800,Edwards,TA,Ex,Y,2904,62,8,1,10040,14520,0,0.257436,225000
609,8,3194,2,965,2,1934,1998,2,12168,Crawfor,TA,TA,Y,4159,76,12,1,25552,33272,1,0.262492,359100
610,4,1029,1,1029,1,1961,1961,0,7943,Sawyer,TA,TA,Y,2058,49,49,0,4116,8232,0,0.129548,118500
611,9,2153,3,1440,2,2000,2000,2,11050,CollgCr,Gd,Ex,Y,3593,10,10,0,19377,32337,1,0.194842,313000
612,6,1032,2,1032,2,1978,1978,1,10395,NWAmes,TA,TA,Y,2064,32,32,0,6192,12384,1,0.099278,148000
613,8,1872,2,1299,2,2001,2001,1,11885,CollgCr,Gd,Ex,Y,3171,9,9,0,14976,25368,1,0.157509,261500
614,5,1120,0,1120,1,2007,2007,0,8402,Mitchel,TA,TA,Y,2240,3,3,0,5600,11200,0,0.133302,147000
615,4,630,0,630,1,1972,1972,0,1491,MeadowV,TA,TA,Y,1260,38,38,0,2520,5040,0,0.422535,75500
616,6,1054,2,936,1,1963,1963,0,8800,NAmes,TA,Gd,Y,1990,47,47,0,6324,11940,0,0.119773,137500
617,6,1509,2,783,2,2002,2003,1,7861,Gilbert,Gd,Gd,Y,2292,8,7,1,9054,13752,1,0.19196,183200
618,6,832,2,832,1,1954,1954,0,7227,NAmes,TA,Gd,Y,1664,56,56,0,4992,9984,0,0.115124,105500
619,9,1828,3,1822,2,2007,2007,1,11694,NridgHt,Ex,Gd,Y,3650,3,3,0,16452,32850,1,0.156319,314813
620,8,2262,3,1482,2,2003,2003,2,12244,Timber,Gd,Gd,Y,3744,7,7,0,18096,29952,1,0.184744,305000
621,3,864,0,864,1,1914,1950,0,8248,Edwards,TA,TA,N,1728,96,60,1,2592,5184,0,0.104753,67000
622,6,2614,2,1522,2,1974,1997,1,10800,NWAmes,TA,TA,Y,4136,36,13,1,15684,24816,1,0.242037,240000
623,5,980,2,980,1,1977,1977,0,7064,Sawyer,TA,TA,Y,1960,33,33,0,4900,9800,0,0.138732,135000
624,6,1512,2,756,2,2000,2000,1,2117,Somerst,Gd,Gd,Y,2268,10,10,0,9072,13608,1,0.714218,168500
625,6,1790,2,732,1,1972,1972,1,10400,NWAmes,TA,TA,Y,2522,38,38,0,10740,15132,1,0.172115,165150
626,6,1116,2,1116,1,1962,1962,0,10000,NAmes,TA,TA,Y,2232,48,48,0,6696,13392,0,0.1116,160000
627,5,1422,1,978,1,1960,1978,1,12342,NAmes,TA,TA,Y,2400,50,32,1,7110,12000,1,0.115216,139900
628,6,1520,1,1156,1,1955,1972,2,9600,NAmes,TA,TA,Y,2676,55,38,1,9120,16056,1,0.158333,153000
629,5,2080,2,1040,1,1969,1969,2,11606,NAmes,TA,Fa,Y,3120,41,41,0,10400,15600,1,0.179218,135000
630,6,1350,2,1248,1,1964,1964,0,9020,NAmes,TA,TA,Y,2598,46,46,0,8100,15588,0,0.149667,168500
631,5,1750,1,636,1,1880,1991,0,9000,OldTown,TA,Ex,Y,2386,130,19,1,8750,11930,0,0.194444,124000
632,8,1554,2,1554,2,2006,2006,1,4590,NridgHt,Gd,Gd,Y,3108,4,4,0,12432,24864,1,0.338562,209500
633,7,1411,2,1386,2,1977,1977,1,11900,NWAmes,TA,TA,Y,2797,33,33,0,9877,19579,1,0.118571,82500
634,5,1056,1,1056,1,1954,2005,0,9250,NAmes,TA,TA,Y,2112,56,5,1,5280,10560,0,0.114162,139400
635,6,1056,2,1056,0,1980,1980,0,6979,OldTown,TA,TA,Y,2112,30,30,0,6336,12672,0,0.151311,144000
636,6,3395,0,1440,2,1914,1995,0,10896,SWISU,Fa,Fa,Y,4835,96,15,1,20370,29010,0,0.311582,200000
637,2,800,0,264,1,1936,1950,1,6120,BrkSide,Fa,Fa,N,1064,74,60,1,1600,2128,1,0.130719,60000
638,5,1387,1,811,2,1954,1954,0,6000,OldTown,TA,Gd,Y,2198,56,56,0,6935,10990,0,0.231167,93000
